method,path,route_file,callers,auth_type,db_read_models,db_write_models,side_effects,target_operation_id,legacy_status,growdesk_status,test_entry
OPTIONS,/api/mcp,app/api/mcp/route.ts,Unlinked/Direct/External,CORS Preflight (Public),none,none,none,mcpOptions,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/mcp,app/api/mcp/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,none,mcpPostMessage,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/medical/ocr,app/api/medical/ocr/route.ts,app/health/medical/add/page.tsx,Cookie Session (getAuthUser),none,aiJob,Local Disk File Write (public/uploads),createMedicalOcrRun,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
DELETE,/api/medical/reports/[id],app/api/medical/reports/[id]/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),medicalReport,medicalReport,none,deleteMedicalReport,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/medical/reports/[id],app/api/medical/reports/[id]/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),medicalReport,none,none,getMedicalReport,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
PATCH,/api/medical/reports/[id],app/api/medical/reports/[id]/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),medicalReport,medicalReport,none,updateMedicalReport,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
PUT,/api/medical/reports/[id],app/api/medical/reports/[id]/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),medicalReport,medicalReport,none,updateMedicalReport,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/medical/reports,app/api/medical/reports/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),medicalReport,none,none,listMedicalReports,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
POST,/api/medical/reports,app/api/medical/reports/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),medicalReport,none,none,createMedicalReport,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
POST,/api/medical/upload,app/api/medical/upload/route.ts,app/health/medical/add/page.tsx; components/ui/QuickAiModal.tsx,Cookie Session (getAuthUser),none,none,Local Disk File Write (public/uploads),uploadAttachment,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/notifications,app/api/notifications/route.ts,app/(main)/page.tsx; app/notifications/page.tsx; components/ui/BabyProfileHeader.tsx; lib/hooks/useSmartPolling.ts,Cookie Session (getAuthUser),dataRelease;diaperRecord;familyMember;feedingRecord;foodLogRecord;growthMeasurement;recordSnapshot;sleepRecord;supplementRecord;vaccineRecord,none,none,listNotifications,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/family-notifications.test.ts; tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/family-config.test.ts
GET,/api/nutrition/analysis,app/api/nutrition/analysis/route.ts,app/(main)/nutrition/page.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;foodLogRecord;formulaProduct;supplementProduct;supplementRecord,none,none,getNutritionAnalysis,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
DELETE,/api/nutrition/products,app/api/nutrition/products/route.ts,components/records/FeedingForm.tsx; components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct,formulaProduct;supplementProduct,none,deleteNutritionProduct,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts; tests/ai/ai-sessions.test.ts
GET,/api/nutrition/products,app/api/nutrition/products/route.ts,components/records/FeedingForm.tsx; components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct,none,none,listNutritionProducts,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts; tests/ai/ai-sessions.test.ts
POST,/api/nutrition/products,app/api/nutrition/products/route.ts,components/records/FeedingForm.tsx; components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct,formulaProduct;supplementProduct,none,createNutritionProduct,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts; tests/ai/ai-sessions.test.ts
PUT,/api/nutrition/products,app/api/nutrition/products/route.ts,components/records/FeedingForm.tsx; components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct,formulaProduct;supplementProduct,none,updateNutritionProduct,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts; tests/ai/ai-sessions.test.ts
DELETE,/api/nutrition/records,app/api/nutrition/records/route.ts,components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct;supplementRecord,supplementRecord,none,deleteSupplementRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
GET,/api/nutrition/records,app/api/nutrition/records/route.ts,components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct;supplementRecord,none,none,listSupplementRecords,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
POST,/api/nutrition/records,app/api/nutrition/records/route.ts,components/nutrition/SupplementQuickCheckIn.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord;formulaProduct;supplementProduct;supplementRecord,supplementRecord,none,createSupplementRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
DELETE,/api/nutrition/schedules,app/api/nutrition/schedules/route.ts,components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx,Cookie Session (getAuthUser),supplementProduct;supplementRecord;supplementSchedule,supplementSchedule,none,deleteSupplementSchedule,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
GET,/api/nutrition/schedules,app/api/nutrition/schedules/route.ts,components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx,Cookie Session (getAuthUser),supplementProduct;supplementRecord;supplementSchedule,none,none,listSupplementSchedules,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
POST,/api/nutrition/schedules,app/api/nutrition/schedules/route.ts,components/nutrition/ProductCatalogModal.tsx; components/nutrition/SupplementQuickCheckIn.tsx,Cookie Session (getAuthUser),supplementProduct;supplementRecord;supplementSchedule,supplementSchedule,none,createSupplementSchedule,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/nutrition-api.test.ts; tests/unit/functional-p0.test.ts
GET,/api/oauth/authorize,app/api/oauth/authorize/route.ts,app/oauth/authorize/page.tsx,Cookie Session (getAuthUser),user,none,OAuth Audit Log Entry,oauthAuthorizePrompt,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/mcp-oauth.test.ts
POST,/api/oauth/authorize,app/api/oauth/authorize/route.ts,app/oauth/authorize/page.tsx,Cookie Session (getAuthUser),user,oAuthConsent,OAuth Audit Log Entry,oauthAuthorizeSubmit,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/mcp-oauth.test.ts
OPTIONS,/api/oauth/register,app/api/oauth/register/route.ts,Unlinked/Direct/External,CORS Preflight (Public),none,none,none,oauthRegisterOptions,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/oauth/register,app/api/oauth/register/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,none,oauthDynamicClientRegister,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
OPTIONS,/api/oauth/revoke,app/api/oauth/revoke/route.ts,Unlinked/Direct/External,CORS Preflight (Public),none,none,none,oauthRevokeOptions,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/oauth/revoke,app/api/oauth/revoke/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,none,oauthTokenRevoke,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
OPTIONS,/api/oauth/token,app/api/oauth/token/route.ts,Unlinked/Direct/External,CORS Preflight (Public),none,none,none,oauthTokenOptions,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/oauth/token,app/api/oauth/token/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,none,oauthTokenExchange,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/push/send,app/api/push/send/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),pushSubscription,pushSubscription,Web Push Notification,sendPushNotification,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/push/subscribe,app/api/push/subscribe/route.ts,app/notifications/page.tsx; components/onboarding/NotificationPromptCard.tsx,Cookie Session (getAuthUser),pushSubscription,pushSubscription,none,subscribePushNotification,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/push/test,app/api/push/test/route.ts,app/notifications/page.tsx,Cookie Session (getAuthUser),pushSubscription,pushSubscription,Web Push Notification,testPushNotification,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/family-notifications.test.ts; tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/push/vapid-key,app/api/push/vapid-key/route.ts,app/notifications/page.tsx; components/onboarding/NotificationPromptCard.tsx,Public / Anonymous,none,none,none,getPushVapidKey,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/records/daily-summary,app/api/records/daily-summary/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),none,none,none,getRecordsDailySummary,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
DELETE,/api/records/diaper,app/api/records/diaper/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),diaperRecord,diaperRecord;recordSnapshot,none,deleteDiaperRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
GET,/api/records/diaper,app/api/records/diaper/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),diaperRecord,none,none,listDiaperRecords,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
POST,/api/records/diaper,app/api/records/diaper/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),diaperRecord,diaperRecord;recordSnapshot,none,createDiaperRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
PUT,/api/records/diaper,app/api/records/diaper/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),diaperRecord,diaperRecord;recordSnapshot,none,updateDiaperRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
DELETE,/api/records/feeding,app/api/records/feeding/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord,feedingRecord;recordSnapshot,none,deleteFeedingRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
GET,/api/records/feeding,app/api/records/feeding/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord,none,none,listFeedingRecords,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
POST,/api/records/feeding,app/api/records/feeding/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord,feedingRecord;recordSnapshot,none,createFeedingRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
PUT,/api/records/feeding,app/api/records/feeding/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),feedingRecord,feedingRecord;recordSnapshot,none,updateFeedingRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
DELETE,/api/records/sleep,app/api/records/sleep/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),sleepRecord,recordSnapshot;sleepRecord,none,deleteSleepRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
GET,/api/records/sleep,app/api/records/sleep/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),sleepRecord,none,none,listSleepRecords,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
POST,/api/records/sleep,app/api/records/sleep/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),sleepRecord,recordSnapshot;sleepRecord,none,createSleepRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
PUT,/api/records/sleep,app/api/records/sleep/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),sleepRecord,recordSnapshot;sleepRecord,none,updateSleepRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
GET,/api/records/timeline,app/api/records/timeline/route.ts,scripts/mcp-server.mjs,Cookie Session (getAuthUser),none,none,none,getBabyTimeline,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/records.test.ts
DELETE,/api/user/tokens/[id],app/api/user/tokens/[id]/route.ts,components/user/PersonalTokenModal.tsx,Cookie Session (getAuthUser),none,none,none,deletePersonalAccessToken,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/user/tokens,app/api/user/tokens/route.ts,components/user/PersonalTokenModal.tsx,Cookie Session (getAuthUser),personalAccessToken,none,none,listPersonalAccessTokens,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
POST,/api/user/tokens,app/api/user/tokens/route.ts,components/user/PersonalTokenModal.tsx,Cookie Session (getAuthUser),personalAccessToken,none,none,createPersonalAccessToken,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
GET,/api/vaccines,app/api/vaccines/route.ts,app/(main)/health/vaccines/page.tsx; components/ui/AiActionCard.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),dataRelease;scheduleEngineRule;vaccine;vaccineScheduleEntry;vaccineStrategyGroup,none,none,getVaccineSchedule,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
POST,/api/vaccines,app/api/vaccines/route.ts,app/(main)/health/vaccines/page.tsx; components/ui/AiActionCard.tsx; scripts/mcp-server.mjs,Cookie Session (getAuthUser),dataRelease;scheduleEngineRule;vaccine;vaccineScheduleEntry;vaccineStrategyGroup,none,none,createVaccineRecord,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
GET,/api/vaccines/selections,app/api/vaccines/selections/route.ts,app/(main)/health/vaccines/page.tsx,Cookie Session (getAuthUser),vaccineSelection,none,none,getVaccineSelections,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
PUT,/api/vaccines/selections,app/api/vaccines/selections/route.ts,app/(main)/health/vaccines/page.tsx,Cookie Session (getAuthUser),vaccineSelection,none,none,updateVaccineSelections,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/medical-vaccines.test.ts
GET,/api/weather,app/api/weather/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,External QWeather HTTP Request,getWeather,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts
DELETE,/mcp,app/mcp/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,SSE Long-lived Stream,mcpDisconnect,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/mcp-oauth.test.ts; tests/api/mcp-source-attribution.test.ts
GET,/mcp,app/mcp/route.ts,Unlinked/Direct/External,Cookie Session (getAuthUser),none,none,SSE Long-lived Stream,mcpSseConnect,ACTIVE_SQLITE,MISSING_IN_GROWDESK_API,tests/unit/functional-p1-remaining.test.ts; tests/unit/functional-p1-batch3.test.ts; tests/unit/pagination-and-validation.test.ts; tests/unit/functional-p1-batch2.test.ts; tests/unit/functional-p0.test.ts; tests/api/mcp-oauth.test.ts; tests/api/mcp-source-attribution.test.ts
